Restaurant Name,Dining Rating,Delivery Rating,Dining Votes,Delivery Votes,Cuisine ,Place Name,City,Item Name,Best Seller,Votes,Prices
The Mohalla,4.1,3.7,105,0,Sichuan,Mani Nagar, Ahmedabad,Yellow Delight Pizza [Cheese Burst],BESTSELLER,48,249.0
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,Coke® Zero Can,Not on Pro,88,57.14
One By Two,,4.0,0,0,Momos,Prabhadevi, Mumbai,Veg Rice Meal,BESTSELLER,14,279.0
Third Wave Coffee,4.0,4.3,36,664,Pizza,Karve Nagar, Pune,Shredded Chicken Wrap,,0,280.95
Lassi Shop,3.4,4.1,14,662,Desserts,Malakpet, Hyderabad,Banana Thickshake,,0,170.0
The House Of Momo's,4.3,3.6,35,0,Chinese,Mani Nagar, Ahmedabad,Honey Chilli Potato,CHEF'S SPECIAL,0,239.0
Daily Sushi,4.3,4.3,138,240,Beverages,Church Street, Bangalore,"Sausage Maki Roll (Futomaki, 6 pcs)",,0,350.0
Al Faham,3.6,3.6,117,0,Beverages,Vepery, Chennai,Malai Kabab,,6,300.0
Hotel Shubham Prestige,3.5,3.8,57,0,Beverages,Saroor Nagar, Hyderabad,Natukodi Fry,,0,390.0
Sip 'N' Bite's,,3.7,1,0,Pizza,Dobson Road, Kolkata,Egg Double Chicken Fried Rice,,0,250.0
Onesta,4.3,3.6,0,0,Beverages,Banjara Hills, Hyderabad,Corn & Cheese Balls,,0,189.0
Pizza Ricotta,,2.5,0,7,Fast Food,Thopumpady, Kochi,Pizza Supreme Veg Pizza,,0,365.0
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Meda Petha,,31,80.95
Cream Stone Ice Cream,4.1,4.3,133,0,Desserts,Begum Bazaar, Hyderabad,Desi Delight Sugar Free,,9,159.0
Das Khaman,,4.3,0,712,Street Food,Astodia, Ahmedabad,Sada Khaman,,15,90.48
LeanCrust Pizza - ThinCrust Experts,,4.5,0,238,Beverages,Sion, Mumbai,Indi Chicken Tikka Peri Peri Swirl Pizza,,0,479.0
Burger King,4.0,4.0,162,0,Beverages,Pink Square Mall, Jaipur,Cheesy Fries,MUST TRY,47,139.0
Ferrara Pizzeria,3.9,4.1,27,319,Fast Food,Nungambakkam, Chennai,Cheese Garlic Bread,,30,359.0
Cafe 36,3.1,4.1,10,148,Pizza,Samta Colony, Raipur,Hakka Noodles,,0,160.0
Neelkanth Sweets,4.2,4.3,779,0,Beverages,Gomti Nagar, Lucknow,Chenna Angoor,,0,175.0
Poi & Rolls Adda,,,0,11,Rolls,Panaji, Goa,Mushroom Cafreal Poi With Fries,,0,100.0
RNR Biryani - Taste Of 1953,4.2,4.3,0,0,Andhra,Jayanagar, Bangalore,Donne Mutton Biryani (Exclusive Packaging),BESTSELLER,62,369.0
Maharaja Thalis,,3.9,0,0,Gujarati,Gurukul, Ahmedabad,Mooli da Paratha,,0,179.4
Real Arabia,4.0,3.5,291,0,Juices,Palarivattom, Kochi,Chicken Tikka Kabab,,6,287.5
Baap Of Rolls,3.2,4.1,5,82,Rolls,Laxmi Nagar, New Delhi,Makhani Paneer Roll,,0,219.0
Craving Bites,,3.7,0,0,Street Food,Rajajipuram, Lucknow,Achari Paneer Pizza,,0,151.0
Burger King,3.8,4.1,747,0,Beverages,Commercial Street, Bangalore,1 Jr Chicken Whopper+1 Chocolate Thick Shake,,0,289.0
Raffs F9,3.7,3.7,0,10,Pizza,Ultadanga, Kolkata,F9 Chicken Pop Corn,,0,99.0
Domino's Pizza,3.4,3.7,86,0,Fast Food,MG Road, Bangalore,Roasted Chicken Wings - Classic Hot Sauce,,0,179.0
Balaji Santosh Family Dhaba,3.8,4.1,273,0,Beverages,Amberpet, Hyderabad,Stuffed Capsicum Masala,,0,310.0
Peshawar,3.1,4.1,4,540,Chinese,Malakpet, Hyderabad,Tandoori Chicken,BESTSELLER,28,275.0
Harishankar Veg Restro,3.8,4.1,273,0,Beverages,Raja Park, Jaipur,Channa Masala,,30,190.0
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Mysore Sada Dosa,,0,120.0
Brown Sugar,4.1,4.2,0,0,Beverages,Axis Mall, Jaipur,High School Pizza,,0,440.0
Dip N Bite,3.6,3.9,9,361,Beverages,Tonk Phatak, Jaipur,Vanila Shake,,0,120.0
New Paul Dhaba Veggie Hub,3.9,4.0,447,0,Pizza,Maniktala, Kolkata,Paneer Sathee,,0,177.0
Shivam Bhojnalay,3.0,3.5,149,0,Gujarati,Gurukul, Ahmedabad,Gud [100 ml],,6,25.0
Chitale Xpress,,4.3,0,108,Beverages,Prabhadevi, Mumbai,Chitale Gulkand Ice Cream,BESTSELLER,0,65.0
Theobroma,3.3,4.3,32,0,Beverages,Lavelle Road, Bangalore,Chocoholic Cake [1/2kg],BESTSELLER,24,700.0
Wendy's Burgers,,4.1,0,0,Beverages,Abids, Hyderabad,Fries (S) & Fries (S),,14,119.0
Jhakas Family Restaurant,,3.7,0,668,Sichuan,Wadala, Mumbai,Chicken Kabsa Rice,,0,670.0
Vadilal - Scoop Shop,3.3,4.5,29,843,Beverages,Ellis Bridge, Ahmedabad,Pistachio Almond Fudge Cup Ice Cream [120 ml],,0,42.37
Charcoal Eats - Biryani & Beyond,,4.1,0,0,Rolls,Dadar East, Mumbai,Dum Chicken Tikka Biryani + Chicken Seekh,,0,549.0
Pure Momos,,3.4,0,114,Pizza,Civil Lines, Raipur,Masala Idli,,0,199.0
Burger King,3.9,4.2,755,0,Beverages,MG Road, Kochi,2 Paneer Royale Burger + 1 Med Fries,,0,418.0
Raasta Cafe,4.0,4.0,450,0,Pizza,Dobson Road, Kolkata,Aloo Mattar (Serve 1),,0,169.0
Dip N Bite,3.6,3.9,9,361,Beverages,Tonk Phatak, Jaipur,Marghrita Pizza (Plain Cheese),,0,198.0
The Old Mirchi Biryani,,4.2,0,0,Desserts,Alwarpet, Chennai,Phulka (2pcs),,17,54.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Bianca Pasta Non-Veg,,20,252.39
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Veg Manchurian with Fried Rice,,38,253.0
RP's Pizzeria,4.1,3.8,264,0,Pasta,Paldi, Ahmedabad,Pesto Basilico,MUST TRY,0,230.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Tandoori Chicken Burger,MUST TRY,239,190.49
Kataria's,3.1,3.5,87,0,Beverages,BTM, Bangalore,Veg Kadai,,6,89.0
Veggie Corner,3.8,3.9,553,0,Pizza,Liluah, Kolkata,Deep Fried Momos [6 Pieces],,30,80.0
Shree Mehfil,4.2,4.3,357,0,Desserts,Sola, Ahmedabad,Veg Pulao [350 Grams],,38,220.0
Burger King,3.3,4.0,812,0,Beverages,Dadar West, Mumbai,Crunchy Chicken Taco,BESTSELLER,238,110.0
Pizza Hut,3.7,3.4,390,0,Beverages,Centre Square Mall, Kochi,Classic BreadStix,MUST TRY,33,119.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Mixed Khoya [1 kg],,0,519.62
Baap Of Rolls,3.2,4.1,5,82,Rolls,Laxmi Nagar, New Delhi,Pulse Candy Chatkara,,0,119.0
Apoorva Delicacies,3.8,4.1,654,0,Beverages,Dadar Shivaji Park, Mumbai,Cheese Pav Bhaji,BESTSELLER,5,270.0
Kataria's,3.1,3.5,87,0,Beverages,BTM, Bangalore,Veg Kadai,,6,89.0
Gopi Bhog,3.7,3.6,10,0,Biryani,Bapunagar, Ahmedabad,Veg. Badlapur Angara ( Spicy),,0,294.0
Capital Multi Cuisine Restaurant,2.7,3.7,32,428,Mughlai,Basheer Bagh, Hyderabad,Chicken Keema Kadai,,0,210.0
Dindigul Veetu Kalyanam,,3.5,0,601,Biryani,Egmore, Chennai,Bread Halwa [ 100ml ],,28,70.0
Purohit Restaurant,4.2,4.1,383,0,Chinese,Mani Nagar, Ahmedabad,Butter Tawa Paratha,,7,39.0
Rang De Basanti Dhaba,4.2,4.1,506,0,Pizza,Kankurgachi, Kolkata,RDBD Special Handi Chicken,,18,395.0
Domino's Pizza,3.2,3.7,367,0,Desserts,Ravipuram, Kochi,Meal for 4: Margherita & Peppy Paneer,Not eligible for coupons,0,759.0
Wat-a-Burger! - India ka Burger,3.4,4.0,289,0,Beverages,Connaught Place, New Delhi,Aloo Achari + Aloo Achari,,8,199.0
Anjoy Latenight Meals,,4.0,0,0,Beverages,Gurukul, Ahmedabad,Paneer Manchurian Wrap,BESTSELLER,143,270.0
Riyas Biriyani,3.9,3.8,5,960,Fast Food,Purasavakkam, Chennai,Beef Biryani [1 kg],BESTSELLER,9,250.0
Karnavati Snacks,3.4,3.6,1,201,Sandwich,Paldi, Ahmedabad,Butterscotch Shake,,0,120.0
Toscano,4.7,4.1,891,0,Beverages,Nungambakkam, Chennai,Coca Cola (600 ml),Not on Pro,12,99.0
Noodle King,,3.7,0,0,Pizza,Picnic Garden, Kolkata,Chicken Manchurian,BESTSELLER,84,160.0
Al Baik,3.0,3.5,48,716,Beverages,Egmore, Chennai,"Veg Pizza (9"")",,0,319.0
TFC - The Food Club,,3.8,0,53,Fast Food,Bardez, Goa,Dal Fry,BESTSELLER,0,230.0
Prithvi Hotel,3.8,4.0,254,0,Desserts,Mani Nagar, Ahmedabad,Chicken Manchurian Soup (500Ml Aprx),,14,220.0
Leon's Burgers & Wings,3.3,4.2,20,0,Fast Food,Himayath Nagar, Hyderabad,Chicken Doner Wrap,BESTSELLER,32,248.57
Aromas Of Biryani,4.2,4.0,423,0,North Indian,Jayanagar, Bangalore,Chicken Hyderabadi Curry,,5,329.0
Raj Restaurant,3.8,4.1,345,0,Biryani,Chembur, Mumbai,Chicken Manchurian Gravy,,0,320.0
A2B - Adyar Ananda Bhavan,3.4,4.1,6,0,Beverages,Shanti Nagar, Bangalore,Garlic Pickle [400 Gm],,0,209.82
Oudh 1590,4.2,4.1,0,0,Desserts,Sector 1, Kolkata,Mahi Tikka Kabab [4 Pieces],,11,475.0
Radhe Restaurants,3.9,3.9,27,0,Beverages,Subhash Bridge, Ahmedabad,Paneer 65,,0,361.0
Dine Hill,4.1,3.9,0,0,Chinese,Masab Tank, Hyderabad,Veg 65,,0,150.0
Urban Khichdi,4.6,4.1,0,0,Beverages,Navrangpura, Ahmedabad,Extra Desi Ghee (25 G),,0,49.0
RNR Biryani - Taste Of 1953,4.2,4.3,0,0,Andhra,Jayanagar, Bangalore,Donne Mutton Biryani (Exclusive Packaging),BESTSELLER,62,369.0
Pista House - Premium Lounge,3.1,4.1,16,0,Beverages,Charminar Area, Hyderabad,Prawns Noodles,,0,380.0
P. Bhagat Tarachand,3.1,3.6,27,0,Beverages,Mani Nagar, Ahmedabad,Mushroom Mutter,,0,280.0
Flavours Of China,4.2,4.0,395,0,Seafood,Dadar West, Mumbai,Black Pepper Chicken Dry,,0,350.0
Blue Nile,3.6,4.1,0,0,Beverages,Camp Area, Pune,Mutton Keema Masala,,0,300.0
Wat-a-Burger! - India ka Burger,3.4,4.0,289,0,Beverages,Connaught Place, New Delhi,Aloo Achari + Aloo Achari,,8,199.0
Meltyway,4.2,3.5,68,657,Fast Food,Mattancherry, Kochi,Grilled Pizza Sandwich,,0,120.0
Barista Coffee,4.1,4.0,221,441,Desserts,C Scheme, Jaipur,Margarita Pizza - DYN,,7,230.0
Old Al - Baik,,3.9,0,773,Beverages,Lalbagh, Lucknow,Chicken Afghani Burger,,15,119.0
Coffee Cream,3.2,4.0,42,0,Chinese,Ghansi Bazaar, Hyderabad,Chilli Garlic Noodles,,10,150.0
Alkakori,,3.9,0,373,Rolls,Geeta Colony, New Delhi,Extra Gravy,,0,329.0
Courtallam Border Rahmath Kadai,4.0,4.0,904,0,Biryani,T. Nagar, Chennai,Natukzhi Chicken Fried Rice,,9,297.0
Paradise Biryani,3.7,3.5,46,0,Desserts,Charminar Area, Hyderabad,Paneer Tikka Kebab,,8,329.0
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Laccha Rabdi [Seasonal],,171,102.38
The Burping Panda,,3.9,0,0,Pizza,Park Circus Area, Kolkata,Sweet and Sour Fish,,0,180.0
Grand Bawarchi Restaurant,4.2,4.2,423,0,Kebab,Falaknuma, Hyderabad,Mutton Curry,,0,380.0
Little India,4.0,4.2,32,340,Biryani,Alwarpet, Chennai,Tandoori Paratha,,0,70.0
Chicago Pizza,3.1,3.6,29,844,Pizza,Mowa, Raipur,Paneer Delight Pizza,,17,310.0
Cream Craver,4.1,4.2,0,0,Beverages,Camp Area, Pune,Jeera Aloo,,0,200.0
Swadesi Station,,4.1,0,743,Hyderabadi,Bais Godam, Jaipur,Paneer Khurchan,,0,249.0
La Milano Pizzeria,4.2,4.0,542,0,Fast Food,Ambavadi, Ahmedabad,Onion And Paneer Pizza,MUST TRY,90,129.0
Urban Biryani,4.0,4.0,23,0,Pizza,Tatibandh, Raipur,Egg Matka Biryani,,0,336.0
The Chinese Wok,4.0,4.0,99,0,Sichuan,Kondhwa, Pune,Hong Kong Noodles,,0,239.0
Roti Ghar,3.5,4.1,927,0,Beverages,Basavanagudi, Bangalore,Paneer Manchurian (Nandini),,49,215.0
Calicut Notebook,3.9,4.0,121,0,Biryani,Kaloor, Kochi,Ginger Chicken,,0,295.0
Sethi Bar-Be-Que,,4.0,0,0,Rolls,Bani Park, Jaipur,Green Salad,,0,120.0
TFC - The Food Club,,3.8,0,53,Fast Food,Bardez, Goa,Dal Fry,BESTSELLER,0,230.0
Paputty's Valsa Cafe,4.0,4.0,62,0,Chinese,Kacheripady, Kochi,Egg Fried Rice,,59,155.0
Havmor Havfunn Ice Cream,3.6,4.2,0,3,Desserts,Shahpur, Ahmedabad,Cold Coffee Ice Cream Shake,,0,114.0
Mother's Meal,4.2,4.3,162,0,Chinese,CV Raman Nagar, Bangalore,Plain Paratha,,77,24.0
New Freeze Land,4.2,4.1,896,0,Beverages,C G Road, Ahmedabad,Piri Piri Fries,,25,139.0
Tower Burger,3.8,3.7,0,64,Beverages,Perambur, Chennai,Crab Lollipop,,0,170.0
Royal Indian Hotel  - Since 1905,4.2,4.1,0,0,Pizza,Bara Bazar, Kolkata,Chicken Liver,,80,140.0
Potoba,3.9,3.9,428,0,Beverages,Dadar West, Mumbai,Mushroom Tawa,,0,300.0
Hotel N.G.T Non Veg,,4.0,0,908,Chinese,Vijay Nagar, Bangalore,Garlic Chicken,,0,170.0
Rominus Pizza And Burger,4.1,4.1,149,0,Fast Food,Jopling Road, Lucknow,Kadhai Chicken Delight Pizza Medium,,0,610.0
Roti Ghar,3.5,4.1,927,0,Beverages,Basavanagudi, Bangalore,Paneer Manchurian (Nandini),,49,215.0
Harishankar Veg Restro,3.8,4.1,273,0,Beverages,Raja Park, Jaipur,Veg Biryani,BESTSELLER,29,280.0
Shadaan Restaurant,3.8,4.2,19,0,Hyderabadi,Chandrayanagutta, Hyderabad,Pepper Chicken,,0,219.0
Ambur Star Briyani,4.2,4.0,207,0,Sichuan,T. Nagar, Chennai,Chilli Mushroom Dry,,0,230.0
Uno Dos Tres,3.3,3.6,18,351,Pizza,Civil Lines, Raipur,Watermelon,,0,100.0
Adhiya Beef Biriyani,,3.6,0,0,Biryani,Nungambakkam, Chennai,Beef Chilli Fried Rice with Egg Podimas and Kesari [50 grams],,26,185.0
Biggies Burger,4.0,4.2,102,487,Desserts,FC Road, Pune,Veg Impossible Burger,,0,229.0
HRX by EatFit,,4.3,0,144,Salad,Lower Parel, Mumbai,Butter Paneer & Red Rice Meal,,0,319.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Grilled Fish In Lemon Butter Sauce,,15,333.34
KFC,3.9,4.1,465,0,Beverages,Centre Square Mall, Kochi,Popcorn Chicken Biryani Bucket -Large,,0,475.24
Pizza Tune,3.0,3.5,188,0,Desserts,Satellite, Ahmedabad,Combo 3,,10,385.0
Chitale Xpress,,4.3,0,108,Beverages,Prabhadevi, Mumbai,Dry Fruit & Gulkand Chikki [28 grams],,0,25.0
Om Food Centre,3.6,3.8,2,484,Kathiyawadi,Satellite, Ahmedabad,Veg Biryani,,0,190.0
Just Cakes,,4.1,0,0,Desserts,Koramangala 7th Block, Bangalore,Red Velvet Cake,BESTSELLER,6,400.0
Mehfil,4.1,4.0,0,0,North Indian,Narayanguda, Hyderabad,Chicken Special Shawarma,BESTSELLER,421,135.0
The Momo Factory,2.8,3.7,97,0,Fast Food,Dadar Shivaji Park, Mumbai,Chicken Hongkong Fried Rice,,0,299.0
Behrouz Biryani,,4.1,0,0,Pizza,Beliaghata, Kolkata,Zaikedaar Paneer (Paneer Dum Biryani - Serves 1),,6,345.0
Chote Nawab,4.0,3.6,668,0,Sichuan,Chembur, Mumbai,Chicken Handi,,21,345.0
Agarwal Caterers,3.6,4.3,54,0,Fast Food,Shastri Nagar, Jaipur,Mini Ghewar Mitha,,46,361.9
Delhi Darbar Dhaba,3.8,3.7,135,0,Mughlai,Gole Market, New Delhi,Fish Tikka,,0,600.0
Calicut Notebook,3.9,4.0,121,0,Biryani,Kaloor, Kochi,Neymeen King Fish Shappu Curry,,9,350.0
Burgs & Fries,,3.9,0,0,Beverages,Raja Park, Jaipur,Greeny Love Burger,,10,137.28
99 Variety Dosa & Pav Bhaji,3.9,3.5,164,0,Maharashtrian,Koramangala 6th Block, Bangalore,Paneer Corn Cheese Masala Dosa,,10,135.0
Purohit Restaurant,4.2,4.1,383,0,Chinese,Mani Nagar, Ahmedabad,Sev Tamatar,,29,195.0
Blue Sea Restaurant,,4.1,2,940,North Indian,Basheer Bagh, Hyderabad,Kung Pao Fish,,0,350.0
The Grand Thakar,4.3,4.2,0,0,Beverages,Satellite, Ahmedabad,Special Ghee Khichdi,,78,110.0
Calicut Notebook,3.9,4.0,121,0,Biryani,Kaloor, Kochi,Neymeen King Fish Shappu Curry,,9,350.0
The Matka Biryani,,3.9,0,0,Lucknowi,Lower Parel, Mumbai,Chicken Lollipop Kepsa,,0,695.0
Kanji,3.8,4.3,435,0,South Indian,Sindhi Camp, Jaipur,Bengali Khurmani,,0,230.0
Firangi Bake,,4.1,0,737,Mexican,Wadala, Mumbai,Bombay Masala Quesadilla,,0,269.0
Grand Hotel,4.2,4.1,0,0,Beverages,Abids, Hyderabad,Arabian Kebab,,11,250.0
Grab Feast,,3.7,0,461,Pizza,Topsia, Kolkata,Rui Machher Jol Thali,BESTSELLER,39,111.0
McDonald's,3.8,4.0,726,0,Beverages,Crystal Palm Mall, Jaipur,Sprite Chili Guava- Reusable Bottle,Not on Pro,0,93.33
FreshMenu,,3.9,0,0,Chinese,Frazer Town, Bangalore,Ginger-Teriyaki Street Noodles,,0,299.0
The Royal Rucchik Restaurant,3.4,3.2,9,381,Sichuan,Porvorim, Goa,Prawns Peri Peri,,0,220.0
Shah Ghouse Special Shawarma,4.3,4.1,156,0,Beverages,Charminar, Hyderabad,Kiwi Pineapple Ice Cream,,0,120.0
Mughal Restaurant,3.8,4.1,258,0,Desserts,Lakdikapul, Hyderabad,Murgh Malai Kabab,,5,219.0
Lulu Hypermarket,3.9,3.9,23,0,Bakery,Rajajinagar, Bangalore,Almond Loaf Cake,,9,210.0
Truffles,4.6,4.3,0,0,Desserts,St. Marks Road, Bangalore,Bianca Pasta Non-Veg,,20,252.39
The Old Mirchi Biryani,,4.2,0,0,Desserts,Alwarpet, Chennai,Tandoori Chicken,BESTSELLER,271,170.0
Oudh 1590,4.2,4.1,0,0,Desserts,Sector 1, Kolkata,Mahi Tikka Kabab [4 Pieces],,11,475.0
JBT Jaipur Burger Truck,3.9,4.2,15,0,Fast Food,Vaishali Nagar, Jaipur,Strawberry Shake,,0,210.0
McDonald's,3.5,3.8,214,0,Beverages,MG Road, Bangalore,McSaver Small Wedges,,6,75.24
Cafe 17,4.6,4.1,259,0,Beverages,Ravipuram, Kochi,Nasi goreng,,6,400.0
Platform 65,4.0,4.0,924,0,Beverages,Dilsukhnagar, Hyderabad,Butter Tandoori Roti,,0,54.0
Daily Sushi,4.3,4.3,138,240,Beverages,Church Street, Bangalore,"Sausage Maki Roll (Futomaki, 6 pcs)",,0,350.0
Hari Om Centre,3.3,3.7,63,0,Gujarati,Vastrapur, Ahmedabad,Paneer Pasanda [400 grams],,0,315.0
Pavdos Cafe,3.8,3.7,44,0,Pizza,Civil Lines, Raipur,Cheese Vada Pav [1 Piece],,16,60.0
KGN Chicken Corner & Biryani Center,3.1,3.7,44,0,Pizza,Mowa, Raipur,Anda Omelette,,0,50.0
Jhakas Family Restaurant,,3.7,0,668,Sichuan,Wadala, Mumbai,Chicken Hunan Style,,0,370.0
RK Pure Veg,3.7,3.8,208,0,Sichuan,Vishrantwadi, Pune,Green Peas Masala,,8,190.0
Andewalaz,3.3,4.0,41,0,Street Food,Masala Chowk, Jaipur,Veg Grilled Sandwich,,9,110.0
UBQ by Barbeque Nation,,3.9,0,0,Desserts,Nungambakkam, Chennai,Barbeque in a Box - Chicken Overload,MUST TRY,0,1259.0
Capital Multi Cuisine Restaurant,2.7,3.7,32,428,Mughlai,Basheer Bagh, Hyderabad,Dum Ka Chicken,,0,220.0
Rawat Mishthan Bhandar,,4.2,0,213,Street Food,Sindhi Camp, Jaipur,Badam Milk,,0,60.0
Pizzaport & Cafe,3.8,3.8,448,0,Burger,Aliganj, Lucknow,Dallas Pizza,BESTSELLER,7,299.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Orange Pineapple,,0,351.27
Agarwal's Desi Khana Khazana,3.1,4.1,26,484,Rajasthani,Kilpauk, Chennai,Methi Malai Paneer,MUST TRY,0,380.0
Axis Juice,,4.2,0,0,Pizza,Devendra Nagar, Raipur,Schezwan Noodles,,25,240.0
Radhe Restaurants,3.9,3.9,27,0,Beverages,Subhash Bridge, Ahmedabad,Aloo Fulawar,,0,256.5
Hotel Swagath Grand,4.2,4.0,495,0,Beverages,Meerpet, Hyderabad,Singapuri Chicken,,0,235.0
Radhe Restaurants,3.9,3.9,27,0,Beverages,Subhash Bridge, Ahmedabad,Paneer 65,,0,361.0
Roopali Veg,3.6,4.2,20,0,Beverages,Bibvewadi, Pune,Veg Grilled Sandwich,,11,110.0
Amritsar Punjab Paratha,3.9,3.7,4,546,Beverages,Ambavadi, Ahmedabad,Veg Angara,,0,249.0
Little India,4.0,4.2,32,340,Biryani,Alwarpet, Chennai,Prawns Masala (South Indian),,0,310.0
Poi & Rolls Adda,,,0,11,Rolls,Panaji, Goa,Mushroom Cafreal Poi With Fries,,0,100.0
Chinese Wok,3.3,4.0,2,593,Chinese,Malleshwaram, Bangalore,Veg Chilli Garlic Fried Rice,BESTSELLER,0,289.0
The Pizza Unlimited,3.4,4.0,550,0,Street Food,Pink City, Jaipur,Cheese Grilled Sandwich,,25,220.0
Thaal Kitchen,4.1,3.7,126,0,Fast Food,MG Road, Kochi,Kothu Porotta Beef,,135,170.0
Shree Marutinandan Kathiyawadi Restaurant,3.2,3.8,44,0,Beverages,Shivalik Yash, Ahmedabad,Mushroom Masala,,0,180.0
The Bahubelly,3.4,3.8,98,0,Pizza,Kankurgachi, Kolkata,BBQ Grilled Chicken Burger,,0,199.0
MRCB,,3.2,0,129,Mughlai,Dilsukhnagar, Hyderabad,Fish Fry,BESTSELLER,8,79.0
The Kebabish,3.8,3.7,337,0,Fast Food,Kankaria, Ahmedabad,Paneer Malai Tikka,,0,289.0
KMS Hakkim Kalyana Biriyani,2.9,3.7,17,819,Beverages,Nungambakkam, Chennai,Tawa Fish,,0,390.0
Moti Mahal,4.0,3.6,70,0,Pizza,Jawahar Nagar, Raipur,4 Puri with Aloo Sabzi and Achar,BESTSELLER,48,126.0
Pavdos Cafe,3.8,3.7,44,0,Pizza,Civil Lines, Raipur,Masala Pav,NEW,0,140.0
Sardaar Ji Chicken Co.,2.8,3.6,10,0,BBQ,Malviya Nagar, Jaipur,Besan Paratha,,0,100.0
Fayrouz,4.3,4.1,322,0,Beverages,Prahlad Nagar, Ahmedabad,Mutton Spicy Andhra Masala,,0,621.0
Pista House,3.7,4.1,40,0,Beverages,Charminar Area, Hyderabad,Lavaza,,0,846.0
Kanha,3.8,4.2,872,0,Desserts,C Scheme, Jaipur,Nimbu Masala [200 grams],Not eligible for coupons,5,47.14
Lassi Shop,3.4,4.1,14,662,Desserts,Malakpet, Hyderabad,Banana Thickshake,,0,170.0
The Garam Chulha,,4.1,0,878,Chinese,Aliganj, Lucknow,Khichdi Desi Ghee ke,CHEF'S SPECIAL,16,180.0
Samco,3.8,4.2,634,0,Beverages,Alwarpet, Chennai,Butter Scotch Shake,,0,173.0
Momo I Am,4.4,4.3,0,0,Pizza,City Centre 1, Kolkata,Dan Dan Fried Rice,BESTSELLER,63,285.0
Marky Momos,3.1,4.1,16,0,Beverages,C Scheme, Jaipur,Paneer Fried Momos With Cheese Dip (6 Pcs),,0,570.81
Lucky Restaurant,4.1,4.0,0,0,Beverages,Saroor Nagar, Hyderabad,Shahi Chicken,,17,260.0
The Breakfast Cafe,,3.6,1,682,Pizza,Civil Lines, Raipur,Cold Coffee,BESTSELLER,12,179.0
Subway,4.1,3.9,608,0,Beverages,C Scheme, Jaipur,Cheese & Herbs Cornitos,,0,28.6
Urban Biryani,4.0,4.0,23,0,Pizza,Tatibandh, Raipur,Crispy Corn,,7,158.0
Shadaan Restaurant,3.8,4.2,19,0,Hyderabadi,Chandrayanagutta, Hyderabad,Pepper Chicken,,0,219.0
Mathsya,4.2,4.1,0,0,Shake,Egmore, Chennai,Gobi Manchurian - Dry,,0,230.0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Boneless Butter Chicken,,16,259.0
Hotel Sennthur,3.8,4.2,171,0,Beverages,Anna Salai, Chennai,Kadai Paneer,,5,203.0
Dindigul Veetu Kalyanam,,3.5,0,601,Biryani,Egmore, Chennai,Bread Halwa [ 100ml ],,28,70.0
Wat-a-Burger! - India ka Burger,3.8,4.0,71,0,Beverages,Hazratganj, Lucknow,Junglee Mutton Senior Burger,,15,259.0
BBQ Master,3.5,4.1,4,0,Sichuan,Perambur, Chennai,Honey Chicken,,0,208.0
"T Shop - Tea, Snacks & More",3.9,3.9,30,824,Beverages,Royapettah, Chennai,Masala Chai - 500ML,,9,149.0
Hari Om Centre,3.3,3.7,63,0,Gujarati,Vastrapur, Ahmedabad,Veg Hyderabadi Biryani,,9,229.0
Atlanta  Family Resto And Bar,,,0,0,Ice Cream,Porvorim, Goa,Chicken Tandoori,,0,300.0
TKS Iyengars,3.4,4.0,79,0,South Indian,Basaveshwara Nagar, Bangalore,Pairmavu Unde [100 grams],,0,91.0
FreshMenu,,3.9,0,0,Chinese,Richmond Road, Bangalore,The Egg Fold,,0,199.0
Jay Shree Jalaram Parotha House,,3.4,2,556,Kathiyawadi,Naranpura, Ahmedabad,Oil Fry Parotta,,6,25.0
1441 Pizzeria,,4.0,0,0,Desserts,Sion, Mumbai,Veg Meal For 1,,0,345.0
BurgerMan,4.4,4.3,56,921,Beverages,Egmore, Chennai,Bbq Signature Beemer Burger (Double Patty) [V],,0,231.0
Moti Mahal,4.0,3.6,70,0,Pizza,Jawahar Nagar, Raipur,Khoya Double Deckar [250 grams],,0,182.0
Al Baik Xpress,3.2,3.6,97,0,Sandwich,Khurram Nagar, Lucknow,Crispy Chicken [Large] with Fries [Small] and Mayo [1 Pack],,0,148.0
12 To 12 BBQ,4.0,4.0,104,0,Biryani,Panampilly Nagar, Kochi,Mutton Rogan Josh,,0,410.0
Nishat Restaurant,3.4,4.0,117,0,Ice Cream,Bhadra, Ahmedabad,Dal Tadka,,0,220.0
